Formation_energy,ICSD_id,of_Atoms,Volume,Stability
-0.267558852,75001,10,311.561,0
-0.108767008,173446,10,202.206,0
-0.179606901,71020,10,295.596,0
-1.440182509,201833,10,323.398,0
-0.522683321,408505,10,227.448,0
-1.245452162,2865,10,114.14,0
-0.662057523,642731,10,258.807,0
-0.365736305,620237,10,262.615,0
-0.216389868,657680,10,331.503,0
-0.906016977,73008,10,326.373,0
-0.818229508,44237,5,73.528,0
-0.165981884,43853,5,52.7677,0
-0.466926727,68092,10,151.29,0
-0.711282109,160385,5,99.5269,0
-0.768770539,161872,5,100.547,0
-0.727638313,161873,5,101.225,0
-0.339880906,87399,5,53.8239,0
-1.169493416,98499,5,88.5928,0
-1.95496406,24051,20,215.938,0
-0.881474245,202642,20,703.611,0
-0.918312706,98497,5,133.769,0
-1.482067048,82277,40,466.598,0
